Scenario,Policy,Metric,Time,DeltaValue,NormalizedDelta
Base MR,0.5y-greedy,dK_3y,6.25,68.89189731050209,0.31001312792630853
Base MR,0.5y-greedy,dK_3y,6.5,47.905471791271964,0.21557433797855036
Base MR,0.5y-greedy,dK_3y,6.75,24.999999999999996,0.11249985122671646
Base MR,0.5y-greedy,dK_3y,7.0,0.0,0.0
Base MR,0.5y-greedy,MtM,0.0,644.18079456557,0.9999999999999984
Base MR,0.5y-greedy,MtM,0.25,615.7998373820337,0.9559425592582637
Base MR,0.5y-greedy,MtM,0.5,579.823093000909,0.9000937281775621
Base MR,0.5y-greedy,MtM,0.75,555.8727630065506,0.8629142124322808
Base MR,0.5y-greedy,MtM,1.0,559.6708154822095,0.868810154235731
Base MR,0.5y-greedy,MtM,1.25,523.949680835922,0.8133581212852959
Base MR,0.5y-greedy,MtM,1.5,498.0342602222287,0.7731280789861144
Base MR,0.5y-greedy,MtM,1.75,485.7748695275679,0.7540971007295701
Base MR,0.5y-greedy,MtM,2.0,458.2008915479291,0.7112923816006268
Base MR,0.5y-greedy,MtM,2.25,434.4037866869238,0.6743507263048433
Base MR,0.5y-greedy,MtM,2.5,411.85428315534,0.6393457964438235
Base MR,0.5y-greedy,MtM,2.75,391.8100803684629,0.6082299933090921
Base MR,0.5y-greedy,MtM,3.0,367.39942410881,0.570335885838665
Base MR,0.5y-greedy,MtM,3.25,352.28700422357423,0.5468759813945603
Base MR,0.5y-greedy,MtM,3.5,331.684947015243,0.5148941878016217
Base MR,0.5y-greedy,MtM,3.75,312.0447613918402,0.4844055644382879
Base MR,0.5y-greedy,MtM,4.0,286.4435405655154,0.4446632730780029
Base MR,0.5y-greedy,MtM,4.25,263.74576666825556,0.40942817434680434
Base MR,0.5y-greedy,MtM,4.5,241.8437787630157,0.3754284213426647
Base MR,0.5y-greedy,MtM,4.75,220.51131704901405,0.3423127775762465
Base MR,0.5y-greedy,MtM,5.0,196.96586561550689,0.3057617788005286
Base MR,0.5y-greedy,MtM,5.25,172.64645045273417,0.2680093102886825
Base MR,0.5y-greedy,MtM,5.5,148.59536419409008,0.2306733846269063
Base MR,0.5y-greedy,MtM,5.75,123.00639594616112,0.19095011366974296
Base MR,0.5y-greedy,MtM,6.0,98.29561210248546,0.15259010037512066
Base MR,0.5y-greedy,MtM,6.25,74.9143281064095,0.11629394843559558
Base MR,0.5y-greedy,MtM,6.5,50.24422842543611,0.07799709157631797
Base MR,0.5y-greedy,MtM,6.75,25.097521715759225,0.03896036939860143
Base MR,0.5y-greedy,MtM,7.0,0.0,0.0
Base MR,0.5y-greedy,V,0.0,251.87082587396654,0.999999999999996
Base MR,0.5y-greedy,V,0.25,252.55406998743723,1.002712676671063
Base MR,0.5y-greedy,V,0.5,259.1249269436582,1.028800878563524
Base MR,0.5y-greedy,V,0.75,259.7475800633703,1.0312729914712084
Base MR,0.5y-greedy,V,1.0,245.3926681182324,0.974279840734803
Base MR,0.5y-greedy,V,1.25,250.66651397763707,0.9952185335790613
Base MR,0.5y-greedy,V,1.5,251.7403535001195,0.99948198695345
Base MR,0.5y-greedy,V,1.75,242.28829426165913,0.9619545789828657
Base MR,0.5y-greedy,V,2.0,244.3486121560481,0.9701346367058666
Base MR,0.5y-greedy,V,2.25,242.0893318674658,0.961164640753605
Base MR,0.5y-greedy,V,2.5,238.23337010399388,0.945855357711029
Base MR,0.5y-greedy,V,2.75,232.17406147106632,0.9217981505616805
Base MR,0.5y-greedy,V,3.0,229.7200363653127,0.9120549613803277
Base MR,0.5y-greedy,V,3.25,217.22888357545298,0.8624614733432888
Base MR,0.5y-greedy,V,3.5,208.63670062729014,0.8283480228539406
Base MR,0.5y-greedy,V,3.75,199.0837498810904,0.7904200464277232
Base MR,0.5y-greedy,V,4.0,191.69159309105777,0.7610710467395594
Base MR,0.5y-greedy,V,4.25,181.82774123131804,0.7219087030043804
Base MR,0.5y-greedy,V,4.5,170.97258070802866,0.6788105772662246
Base MR,0.5y-greedy,V,4.75,160.82492322852386,0.6385214431662614
Base MR,0.5y-greedy,V,5.0,149.09961239735307,0.5919685691266218
Base MR,0.5y-greedy,V,5.25,135.80421249231225,0.5391819875171516
Base MR,0.5y-greedy,V,5.5,121.37408874139244,0.4818902241664394
Base MR,0.5y-greedy,V,5.75,104.30970635863173,0.41413969242641374
Base MR,0.5y-greedy,V,6.0,86.91210951872723,0.3450662029520512
Base MR,0.5y-greedy,V,6.25,68.70383728707888,0.27277409778875017
Base MR,0.5y-greedy,V,6.5,47.94602515539991,0.1903595820954325
Base MR,0.5y-greedy,V,6.75,24.999999999999996,0.09925722803842962
Base MR,0.5y-greedy,V,7.0,0.0,0.0
Base MR,Optimal V,dK_0.5y,0.0,59.62890661504572,0.9999999999999832
Base MR,Optimal V,dK_0.5y,0.25,52.46635555669832,0.8798812276638155
Base MR,Optimal V,dK_0.5y,0.5,48.560091779277116,0.8143716619318908
Base MR,Optimal V,dK_0.5y,0.75,47.236230137900655,0.7921699863264152
Base MR,Optimal V,dK_0.5y,1.0,56.74084747842728,0.9515661228661423
Base MR,Optimal V,dK_0.5y,1.25,46.8710112533621,0.7860451233149846
Base MR,Optimal V,dK_0.5y,1.5,47.39812844634696,0.7948850840472487
Base MR,Optimal V,dK_0.5y,1.75,47.742774420330036,0.800664931331856
Base MR,Optimal V,dK_0.5y,2.0,46.591063425148164,0.7813502891463618
Base MR,Optimal V,dK_0.5y,2.25,47.80917688916866,0.8017785266098527
Base MR,Optimal V,dK_0.5y,2.5,43.04069317794868,0.7218091966000902
Base MR,Optimal V,dK_0.5y,2.75,47.15623067103878,0.7908283640931193
Base MR,Optimal V,dK_0.5y,3.0,30.56864873645068,0.5126481512363839
Base MR,Optimal V,dK_0.5y,3.25,45.19770856952077,0.7579831852579301
Base MR,Optimal V,dK_0.5y,3.5,45.96083098478398,0.7707810455338159
Base MR,Optimal V,dK_0.5y,3.75,48.708658822024546,0.8168631891320548
Base MR,Optimal V,dK_0.5y,4.0,44.55631899606722,0.7472268321757874
Base MR,Optimal V,dK_0.5y,4.25,44.561663608016886,0.7473164634008603
Base MR,Optimal V,dK_0.5y,4.5,47.968178457126385,0.804445044863897
Base MR,Optimal V,dK_0.5y,4.75,49.45447970567763,0.8293708959808147
Base MR,Optimal V,dK_0.5y,5.0,48.84633399599555,0.8191720554485179
Base MR,Optimal V,dK_0.5y,5.25,48.283055086669926,0.8097256486417983
Base MR,Optimal V,dK_0.5y,5.5,48.109447778292115,0.8068141864293753
Base MR,Optimal V,dK_0.5y,5.75,47.897482006339594,0.8032594378353597
Base MR,Optimal V,dK_0.5y,6.0,47.902365826792135,0.8033413414074656
Base MR,Optimal V,dK_0.5y,6.25,47.90547179127194,0.8033934296421177
Base MR,Optimal V,dK_0.5y,6.5,47.905471791271964,0.803393429642118
Base MR,Optimal V,dK_0.5y,6.75,24.999999999999996,0.41925974194689514
Base MR,Optimal V,dK_0.5y,7.0,0.0,0.0
Base MR,Optimal V,dK_1y,0.0,101.71408819334584,0.9999999999999902
Base MR,Optimal V,dK_1y,0.25,95.67397720511434,0.9406167710342058
Base MR,Optimal V,dK_1y,0.5,91.36138701622741,0.8982176278526911
Base MR,Optimal V,dK_1y,0.75,89.3263197465984,0.8782099051686851
Base MR,Optimal V,dK_1y,1.0,100.99348405503551,0.9929153949948256
Base MR,Optimal V,dK_1y,1.25,88.3482958283739,0.8685944828059011
Base MR,Optimal V,dK_1y,1.5,87.92431452968876,0.8644261192466741
Base MR,Optimal V,dK_1y,1.75,91.2556882024113,0.8971784521033574
Base MR,Optimal V,dK_1y,2.0,86.35048421366608,0.8489530383394255
Base MR,Optimal V,dK_1y,2.25,87.83764487457918,0.8635740282861296
Base MR,Optimal V,dK_1y,2.5,85.06426343209135,0.8363075847506387
Base MR,Optimal V,dK_1y,2.75,87.46040851716285,0.8598652366711543
Base MR,Optimal V,dK_1y,3.0,77.46348737929961,0.7615807087809742
Base MR,Optimal V,dK_1y,3.25,82.9782303972435,0.8157987931771199
Base MR,Optimal V,dK_1y,3.5,83.87503593427705,0.8246157186685901
Base MR,Optimal V,dK_1y,3.75,89.49005511190958,0.8798196660997367
Base MR,Optimal V,dK_1y,4.0,84.6195964915637,0.8319358507221883
Base MR,Optimal V,dK_1y,4.25,85.86222546884201,0.8441527323690672
Base MR,Optimal V,dK_1y,4.5,88.70491558319623,0.8721005827096275
Base MR,Optimal V,dK_1y,4.75,90.11878762905275,0.8860010371203175
Base MR,Optimal V,dK_1y,5.0,89.94473510973955,0.8842898432984515
Base MR,Optimal V,dK_1y,5.25,89.16998502507622,0.8766729035173012
Base MR,Optimal V,dK_1y,5.5,88.54744379898005,0.8705524020493749
Base MR,Optimal V,dK_1y,5.75,88.11229570915712,0.8662742524090246
Base MR,Optimal V,dK_1y,6.0,88.12021790739283,0.8663521393406819
Base MR,Optimal V,dK_1y,6.25,68.89189731050209,0.6773092944563046
Base MR,Optimal V,dK_1y,6.5,47.905471791271964,0.47098167660127027
Base MR,Optimal V,dK_1y,6.75,24.999999999999996,0.24578699415245073
Base MR,Optimal V,dK_1y,7.0,0.0,0.0
Base MR,Optimal V,dK_3y,0.0,208.16107327120125,0.9999999999999952
Base MR,Optimal V,dK_3y,0.25,205.9632965137441,0.9894419416516229
Base MR,Optimal V,dK_3y,0.5,209.20827869373775,1.0050307456916845
Base MR,Optimal V,dK_3y,0.75,209.89725289125727,1.00834055855291
Base MR,Optimal V,dK_3y,1.0,206.04562053833317,0.9898374239735354
Base MR,Optimal V,dK_3y,1.25,205.6819518564737,0.9880903697517996
Base MR,Optimal V,dK_3y,1.5,207.04807902957126,0.9946532066531915
Base MR,Optimal V,dK_3y,1.75,203.95419669006418,0.979790282039634
Base MR,Optimal V,dK_3y,2.0,205.20119856730747,0.9857808443366426
Base MR,Optimal V,dK_3y,2.25,205.6820182759188,0.9880906888289647
Base MR,Optimal V,dK_3y,2.5,206.31611618284802,0.9911368775181586
Base MR,Optimal V,dK_3y,2.75,204.71381280801876,0.9834394567196902
Base MR,Optimal V,dK_3y,3.0,208.93278588974368,1.0037072859320628
Base MR,Optimal V,dK_3y,3.25,201.18947632185464,0.9665086423710707
Base MR,Optimal V,dK_3y,3.5,199.54325755126044,0.9586002532341189
Base MR,Optimal V,dK_3y,3.75,196.99470702637734,0.9463570874739062
Base MR,Optimal V,dK_3y,4.0,199.15442687996477,0.9567323215157371
Base MR,Optimal V,dK_3y,4.25,188.22928455150188,0.9042482419672564
Base MR,Optimal V,dK_3y,4.5,175.73681661415267,0.8442347738339834
Base MR,Optimal V,dK_3y,4.75,163.7863190133765,0.7868249161070947
Base MR,Optimal V,dK_3y,5.0,151.28640023829155,0.7267756543567988
Base MR,Optimal V,dK_3y,5.25,137.57362241309423,0.6608998515003653
Base MR,Optimal V,dK_3y,5.5,122.55906355053335,0.5887703287869654
Base MR,Optimal V,dK_3y,5.75,105.75781236323841,0.5080575858938432
Base MR,Optimal V,dK_3y,6.0,88.12021790739283,0.4233270732255765
Base MR,Optimal V,dK_3y,6.25,68.89189731050209,0.3309547564675861
Base MR,Optimal V,dK_3y,6.5,47.905471791271964,0.2301365526149955
Base MR,Optimal V,dK_3y,6.75,24.999999999999996,0.1200993039050524
Base MR,Optimal V,dK_3y,7.0,0.0,0.0
Base MR,Optimal V,MtM,0.0,644.18079456557,0.9999999999999984
Base MR,Optimal V,MtM,0.25,615.7998373820337,0.9559425592582637
Base MR,Optimal V,MtM,0.5,579.823093000909,0.9000937281775621
Base MR,Optimal V,MtM,0.75,555.8727630065506,0.8629142124322808
Base MR,Optimal V,MtM,1.0,559.6708154822095,0.868810154235731
Base MR,Optimal V,MtM,1.25,523.949680835922,0.8133581212852959
Base MR,Optimal V,MtM,1.5,498.0342602222287,0.7731280789861144
Base MR,Optimal V,MtM,1.75,485.7748695275679,0.7540971007295701
Base MR,Optimal V,MtM,2.0,458.2008915479291,0.7112923816006268
Base MR,Optimal V,MtM,2.25,434.4037866869238,0.6743507263048433
Base MR,Optimal V,MtM,2.5,411.85428315534,0.6393457964438235
Base MR,Optimal V,MtM,2.75,391.8100803684629,0.6082299933090921
Base MR,Optimal V,MtM,3.0,367.39942410881,0.570335885838665
Base MR,Optimal V,MtM,3.25,352.28700422357423,0.5468759813945603
Base MR,Optimal V,MtM,3.5,331.684947015243,0.5148941878016217
Base MR,Optimal V,MtM,3.75,312.0447613918402,0.4844055644382879
Base MR,Optimal V,MtM,4.0,286.4435405655154,0.4446632730780029
Base MR,Optimal V,MtM,4.25,263.74576666825556,0.40942817434680434
Base MR,Optimal V,MtM,4.5,241.8437787630157,0.3754284213426647
Base MR,Optimal V,MtM,4.75,220.51131704901405,0.3423127775762465
Base MR,Optimal V,MtM,5.0,196.96586561550689,0.3057617788005286
Base MR,Optimal V,MtM,5.25,172.64645045273417,0.2680093102886825
Base MR,Optimal V,MtM,5.5,148.59536419409008,0.2306733846269063
Base MR,Optimal V,MtM,5.75,123.00639594616112,0.19095011366974296
Base MR,Optimal V,MtM,6.0,98.29561210248546,0.15259010037512066
Base MR,Optimal V,MtM,6.25,74.9143281064095,0.11629394843559558
Base MR,Optimal V,MtM,6.5,50.24422842543611,0.07799709157631797
Base MR,Optimal V,MtM,6.75,25.097521715759225,0.03896036939860143
Base MR,Optimal V,MtM,7.0,0.0,0.0
Base MR,Optimal V,V,0.0,251.87082587396654,0.999999999999996
